-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2023 in LST
Location: latitude  -1.2921   longitude 36.8219 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1642.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M,PRECTOTCORR
2020,8,15,5.5166,20.05,63.16,2.14,0.4
2020,8,16,4.8036,19.63,61.88,2.83,0.15
2020,8,17,4.8984,19.95,62.95,3.43,0.11
2020,8,18,4.9282,20.6,53.71,2.97,0.04
2020,8,19,3.5275,20.49,64.53,3.45,0.67
2020,8,20,5.0141,19.95,64.13,3.67,0.67
2020,8,21,3.6823,19.7,64.47,3.38,0.29
2020,8,22,3.6974,18.81,65.11,3.19,0.75
2020,8,23,3.3802,18.5,64.98,3.38,1.24
2020,8,24,3.1618,18.8,67.2,3.37,1.36
2020,8,25,5.5795,19.6,60.67,3.46,0.12
2020,8,26,5.537,20.24,61.29,3.47,0.2
2020,8,27,6.7039,20.59,60.74,3.07,0.34
2020,8,28,6.4265,20.84,58.14,2.41,0.74
2020,8,29,6.5422,20.33,56.62,2.39,0.11
2020,8,30,7.2754,20.61,54.37,2.76,0.09
2020,8,31,7.0954,20.82,55.71,3.16,0.19
2020,9,1,7.1054,20.6,50.47,2.86,0.19
2020,9,2,7.1112,19.37,52.2,3.4,0.16
2020,9,3,5.2428,19.9,57.94,2.4,0.45
2020,9,4,6.1224,19.74,61.82,2.07,2.68
2020,9,5,5.0626,19.23,71.03,2.04,6.05
2020,9,6,2.8618,17.55,77.99,2.61,4.79
2020,9,7,1.5677,17.43,73.47,2.69,1.23
2020,9,8,2.971,17.87,67.81,2.51,0.28
2020,9,9,3.983,18.63,66.0,2.32,0.28
2020,9,10,5.166,19.25,64.13,2.69,0.15
2020,9,11,4.2547,19.58,62.7,3.08,0.12
2020,9,12,5.1497,19.26,60.48,2.9,0.14
2020,9,13,7.1974,20.17,55.72,2.95,0.09
2020,9,14,7.1542,20.6,57.12,3.61,0.04
2020,9,15,7.0891,21.29,58.48,3.37,0.2
2020,9,16,7.3094,22.24,52.25,3.0,0.12
2020,9,17,7.4215,21.56,50.68,3.24,0.12
2020,9,18,7.3682,21.26,54.81,3.55,0.27
2020,9,19,5.1866,21.71,60.96,3.4,0.41
2020,9,20,5.3676,21.18,57.83,3.1,0.22
2020,9,21,6.7601,21.29,56.97,3.31,0.13
2020,9,22,6.6662,21.47,52.77,2.96,0.11
2020,9,23,6.9072,20.63,63.18,3.76,2.66
2020,9,24,5.8327,20.32,67.61,3.07,4.04
2020,9,25,4.4064,19.14,73.32,2.94,8.37
2020,9,26,5.6782,19.76,69.31,2.37,4.26
2020,9,27,6.7706,20.67,64.54,3.3,1.31
2020,9,28,7.0262,20.98,66.5,3.35,0.55
2020,9,29,7.2646,21.74,64.7,3.57,0.33
2020,9,30,6.1322,21.28,63.34,3.03,0.14
2020,10,1,6.4606,21.31,59.21,3.63,0.14
2020,10,2,6.4159,21.08,60.99,4.02,0.41
2020,10,3,7.1371,21.06,56.99,3.96,0.12
2020,10,4,7.4335,21.57,52.56,3.73,0.14
2020,10,5,7.6774,22.21,49.34,3.24,0.04
2020,10,6,6.8678,22.63,46.05,2.76,0.11
2020,10,7,7.7206,22.17,46.08,3.52,0.0
2020,10,8,7.4815,22.32,50.63,3.4,0.02
2020,10,9,6.8179,22.64,52.31,3.38,0.19
2020,10,10,6.8018,22.93,57.92,2.62,3.09
2020,10,11,5.6117,22.42,52.66,2.55,1.5
2020,10,12,6.8784,22.11,51.19,2.85,0.18
2020,10,13,6.6557,21.87,55.27,3.16,0.25
2020,10,14,5.4372,22.44,57.47,4.06,0.28
2020,10,15,7.0063,22.25,53.49,3.98,0.03
2020,10,16,6.2234,21.85,61.3,3.02,2.13
2020,10,17,5.3359,21.54,55.62,3.17,0.39
2020,10,18,4.6493,20.92,61.9,3.23,1.18
2020,10,19,4.7806,20.67,65.67,2.89,1.7
2020,10,20,4.3488,20.84,64.34,3.7,0.85
2020,10,21,4.4642,21.01,56.2,3.86,0.24
2020,10,22,6.3413,21.39,56.49,3.59,0.12
2020,10,23,6.7334,22.21,55.18,3.59,0.16
2020,10,24,6.6403,21.95,58.38,3.34,0.2
2020,10,25,4.5144,20.71,67.21,3.56,4.08
2020,10,26,2.6227,19.93,67.79,3.34,3.51
2020,10,27,3.5378,20.14,65.85,3.38,4.02
2020,10,28,4.9562,19.96,76.29,4.05,20.81
2020,10,29,4.0678,18.94,68.56,4.8,15.69
2020,10,30,4.9884,19.12,76.74,4.42,5.9
2020,10,31,6.1349,18.95,74.87,3.92,4.12
2020,11,1,6.743,19.8,68.1,3.79,0.84
2020,11,2,6.1853,20.06,67.33,4.1,0.72
2020,11,3,3.3984,19.52,76.78,4.05,5.21
2020,11,4,5.0131,19.89,76.56,3.74,3.34
2020,11,5,4.8322,19.92,76.55,3.68,4.66
2020,11,6,4.7484,20.19,75.97,3.01,3.03
2020,11,7,6.1066,20.31,67.91,3.42,0.33
2020,11,8,4.7923,20.09,73.43,3.36,1.62
2020,11,9,5.5531,20.32,75.91,3.92,3.75
2020,11,10,5.946,19.97,77.67,4.33,7.94
2020,11,11,4.932,19.33,79.59,3.73,4.45
2020,11,12,6.2246,19.65,73.08,4.2,0.48
2020,11,13,6.109,19.74,77.11,4.0,1.29
2020,11,14,5.7792,20.11,76.25,4.0,1.29
2020,11,15,6.4234,20.44,73.84,3.64,0.67
2020,11,16,4.7196,20.34,76.03,3.95,2.55
2020,11,17,5.989,20.16,76.09,4.34,3.14
2020,11,18,6.8659,19.82,71.17,4.31,2.21
2020,11,19,5.7883,20.47,72.91,3.27,2.61
2020,11,20,3.8494,20.16,74.83,3.72,5.11
2020,11,21,6.7999,20.33,73.28,3.8,1.21
2020,11,22,6.6007,20.56,75.12,3.6,1.79
2020,11,23,6.167,20.91,74.1,3.48,0.93
2020,11,24,6.2806,20.98,71.37,3.0,0.27
2020,11,25,6.7106,21.0,66.73,2.42,0.22
2020,11,26,6.5741,21.33,67.81,2.8,0.39
2020,11,27,6.1174,20.65,75.96,3.71,2.62
2020,11,28,4.9752,19.4,82.55,3.95,9.32
2020,11,29,3.8602,20.09,79.84,2.97,11.43
2020,11,30,6.7457,20.37,75.03,3.15,0.69
2020,12,1,6.209,20.17,73.26,3.59,0.52
2020,12,2,6.4901,19.21,79.48,3.52,1.27
2020,12,3,6.126,19.25,76.85,4.22,1.14
2020,12,4,5.9527,19.52,75.12,3.72,0.89
2020,12,5,7.0428,20.12,74.42,3.32,0.96
2020,12,6,6.2818,20.36,70.47,3.03,0.06
2020,12,7,6.6816,20.68,70.36,3.02,0.76
2020,12,8,5.3784,20.08,76.73,3.22,3.72
2020,12,9,5.4631,19.67,75.28,3.88,3.89
2020,12,10,5.9251,18.36,81.36,3.87,6.44
2020,12,11,6.9746,19.53,70.26,3.96,1.28
2020,12,12,6.7418,19.66,70.98,3.48,0.07
2020,12,13,7.0073,19.52,69.52,3.71,0.03
2020,12,14,7.0003,19.19,66.29,2.86,0.0
2020,12,15,6.9674,19.71,62.02,2.78,0.0
2020,12,16,7.2125,20.06,63.45,3.15,0.0
2020,12,17,6.5496,19.89,72.7,3.68,1.6
2020,12,18,6.312,19.52,72.2,3.35,1.19
2020,12,19,4.9248,20.26,68.22,3.23,0.44
2020,12,20,6.677,20.34,72.2,3.54,0.99
2020,12,21,6.6389,20.74,68.96,3.74,0.2
2020,12,22,7.0159,20.62,68.5,3.73,0.72
2020,12,23,6.9461,20.02,70.85,3.74,0.84
2020,12,24,5.2366,20.33,71.51,3.3,2.47
2020,12,25,6.6614,20.68,67.19,3.09,0.03
2020,12,26,6.1106,20.95,61.25,4.14,0.02
2020,12,27,7.2065,20.04,56.38,4.21,0.0
2020,12,28,7.4906,19.76,53.44,3.86,0.0
2020,12,29,7.2653,20.47,60.86,3.76,0.02
2020,12,30,6.7154,20.9,68.11,3.81,2.13
2020,12,31,4.56,19.72,79.24,4.06,9.26
2021,1,1,5.1434,19.49,76.17,3.89,1.01
2021,1,2,6.6168,20.27,71.62,3.95,0.5
2021,1,3,6.6226,20.05,75.15,3.63,0.92
2021,1,4,5.5056,19.32,71.99,3.49,0.39
2021,1,5,6.7315,20.11,65.24,3.42,0.03
2021,1,6,5.9904,20.13,65.49,3.66,0.0
2021,1,7,7.2612,20.29,58.24,3.41,0.0
2021,1,8,6.2633,21.17,55.71,2.36,0.01
2021,1,9,3.4788,20.28,69.05,1.55,1.22
2021,1,10,2.477,17.33,76.01,2.44,2.99
2021,1,11,4.591,19.21,65.32,2.45,1.46
2021,1,12,3.5546,19.68,68.03,3.26,1.24
2021,1,13,5.5471,20.51,61.62,3.7,0.06
2021,1,14,6.773,20.79,59.69,3.58,0.0
2021,1,15,7.2358,21.16,60.58,3.23,0.03
2021,1,16,6.7128,21.0,63.69,3.27,0.27
2021,1,17,5.8474,21.01,64.24,2.98,0.72
2021,1,18,4.902,21.68,59.28,3.1,0.74
2021,1,19,5.209,21.73,56.97,4.15,0.3
2021,1,20,7.255,21.74,50.99,4.15,0.0
2021,1,21,6.7661,21.16,64.47,4.27,0.43
2021,1,22,5.5116,20.21,76.29,4.41,4.15
2021,1,23,6.455,20.72,68.03,4.62,0.82
2021,1,24,7.3956,20.82,61.61,4.24,0.11
2021,1,25,6.6331,20.43,67.9,4.2,1.36
2021,1,26,7.5732,20.47,60.4,4.15,0.16
2021,1,27,7.6222,20.88,52.9,3.69,0.0
2021,1,28,7.5773,21.42,53.1,3.39,0.0
2021,1,29,7.1599,21.66,57.43,3.78,0.03
2021,1,30,6.4882,21.67,53.93,3.95,0.02
2021,1,31,7.8456,20.82,47.56,4.4,0.0
2021,2,1,7.8713,20.81,46.51,4.66,0.0
2021,2,2,7.6138,21.91,52.3,4.02,0.05
2021,2,3,6.9094,22.01,50.99,3.65,0.01
2021,2,4,7.4842,22.41,47.74,3.44,0.0
2021,2,5,7.2142,22.93,48.54,2.78,0.23
2021,2,6,5.6011,22.73,53.47,2.19,1.69
2021,2,7,4.4441,20.11,75.01,1.71,8.17
2021,2,8,2.4905,19.4,78.98,2.94,11.21
2021,2,9,4.7042,19.53,77.26,3.31,2.73
2021,2,10,5.0606,19.7,72.33,3.14,0.42
2021,2,11,2.4533,20.91,65.61,2.7,0.85
2021,2,12,5.0971,20.72,67.73,2.47,4.14
2021,2,13,4.2067,20.37,74.45,1.61,5.52
2021,2,14,3.7654,20.29,75.76,1.13,5.69
2021,2,15,7.2125,21.29,67.18,3.6,0.19
2021,2,16,7.2163,21.34,61.59,3.52,0.02
2021,2,17,7.4052,21.53,62.99,3.92,0.0
2021,2,18,7.4021,20.8,61.42,3.63,0.0
2021,2,19,7.5211,22.12,53.07,3.2,0.08
2021,2,20,6.6089,20.8,60.94,2.67,0.02
2021,2,21,5.5649,21.36,65.56,2.32,0.25
2021,2,22,3.9341,19.31,81.38,2.02,1.18
2021,2,23,6.0953,19.09,66.16,3.0,0.04
2021,2,24,6.3103,20.75,60.07,3.19,0.04
2021,2,25,6.858,21.42,58.64,3.2,0.0
2021,2,26,8.053,21.29,54.29,3.57,0.0
2021,2,27,8.0609,21.62,44.86,3.1,0.0
2021,2,28,7.9843,22.51,41.12,3.62,0.0
2021,3,1,7.8454,21.78,52.19,3.81,0.01
2021,3,2,7.6723,21.74,54.27,4.3,0.01
2021,3,3,7.8127,22.25,47.45,4.37,0.0
2021,3,4,6.228,21.92,58.54,4.27,0.17
2021,3,5,6.9583,21.69,59.17,3.83,0.3
2021,3,6,7.2646,22.89,51.96,4.37,0.03
2021,3,7,7.4098,22.69,53.39,3.97,0.02
2021,3,8,7.2545,22.41,52.28,4.17,0.03
2021,3,9,7.4189,21.72,50.97,4.34,0.05
2021,3,10,7.9445,21.39,51.78,4.2,0.13
2021,3,11,8.1202,22.24,46.36,3.99,0.0
2021,3,12,8.021,21.65,49.5,4.15,0.19
2021,3,13,7.9106,21.9,51.45,3.74,0.32
2021,3,14,7.8103,22.35,48.79,3.67,0.11
2021,3,15,7.6037,22.4,50.25,3.78,0.04
2021,3,16,6.5587,21.68,59.89,4.56,1.26
2021,3,17,6.7378,21.75,58.79,4.13,0.72
2021,3,18,6.4862,22.48,59.47,4.02,0.72
2021,3,19,7.0514,21.95,64.46,4.02,1.34
2021,3,20,6.7589,21.44,66.84,4.55,3.05
2021,3,21,5.6035,21.07,63.2,4.28,3.06
2021,3,22,6.9262,21.52,64.08,4.01,0.05
2021,3,23,6.1042,21.73,65.96,4.47,1.32
2021,3,24,7.1602,21.66,64.75,4.0,0.85
2021,3,25,7.7832,22.38,56.24,3.72,0.01
2021,3,26,6.6624,22.69,54.49,3.95,0.02
2021,3,27,5.4262,22.13,52.37,2.62,0.02
2021,3,28,6.1111,21.8,57.84,3.19,0.74
2021,3,29,6.395,21.89,60.67,3.48,0.39
2021,3,30,5.5699,21.59,67.93,3.77,2.63
2021,3,31,6.3286,22.03,64.61,4.02,0.91
2021,4,1,6.2256,21.56,66.09,3.88,0.86
2021,4,2,6.2364,20.56,67.18,2.84,19.04
2021,4,3,6.3874,21.2,67.56,2.18,0.43
2021,4,4,5.8915,21.27,71.24,2.58,1.71
2021,4,5,5.4722,20.77,74.92,3.11,2.73
2021,4,6,5.676,21.39,74.31,3.14,3.0
2021,4,7,6.8731,20.82,71.27,4.21,2.22
2021,4,8,5.5073,20.13,79.41,3.3,20.94
2021,4,9,5.8543,21.04,71.21,2.4,0.81
2021,4,10,5.6635,20.46,73.6,2.95,1.57
2021,4,11,5.8781,21.03,67.69,3.35,1.11
2021,4,12,6.1238,20.87,68.05,3.15,0.59
2021,4,13,5.8987,20.51,71.39,2.63,0.31
2021,4,14,5.8884,20.96,70.4,2.44,0.36
2021,4,15,6.2357,21.13,67.07,2.52,0.37
2021,4,16,6.2863,21.54,69.72,2.8,0.41
2021,4,17,6.5772,21.39,70.1,3.43,0.42
2021,4,18,5.0738,20.46,73.18,3.78,1.32
2021,4,19,5.5142,19.84,70.0,3.29,1.81
2021,4,20,5.693,20.08,65.22,3.25,0.33
2021,4,21,5.4931,20.57,64.57,3.03,0.82
2021,4,22,5.4463,20.68,72.27,2.51,2.46
2021,4,23,5.5058,20.73,70.27,2.92,1.12
2021,4,24,5.7775,21.32,71.32,2.9,1.73
2021,4,25,5.0484,20.71,76.15,2.7,4.29
2021,4,26,6.0566,21.2,69.21,2.69,0.62
2021,4,27,6.1546,21.05,72.79,2.83,0.93
2021,4,28,5.827,20.88,69.66,3.51,3.72
2021,4,29,6.1757,20.9,70.48,3.26,2.05
2021,4,30,6.2491,20.85,70.87,3.01,1.16
2021,5,1,6.1934,21.94,66.73,2.67,0.44
2021,5,2,5.9347,21.0,72.99,2.44,1.3
2021,5,3,5.0688,19.57,79.0,2.65,19.03
2021,5,4,5.1938,19.94,76.16,3.0,5.72
2021,5,5,5.171,18.74,76.24,2.17,6.65
2021,5,6,4.7568,19.57,72.32,1.52,0.97
2021,5,7,4.8792,19.48,77.12,1.75,2.16
2021,5,8,5.1708,19.85,73.86,1.57,3.88
2021,5,9,4.5034,19.06,80.24,0.8,3.78
2021,5,10,3.815,18.01,84.38,1.17,3.77
2021,5,11,3.8162,17.39,85.98,1.38,7.73
2021,5,12,3.509,17.81,82.2,1.44,9.98
2021,5,13,4.6358,17.56,83.15,1.63,8.29
2021,5,14,5.0618,18.47,77.29,1.94,6.97
2021,5,15,6.1639,19.13,74.05,1.49,0.26
2021,5,16,5.7096,19.61,75.2,1.39,0.29
2021,5,17,6.3355,19.94,77.71,2.54,0.44
2021,5,18,5.279,19.96,74.68,2.71,0.18
2021,5,19,4.8461,19.4,71.46,2.19,0.31
2021,5,20,5.5198,20.18,75.21,1.72,0.33
2021,5,21,5.3263,19.54,72.28,2.32,0.24
2021,5,22,5.4984,19.57,68.97,2.22,0.12
2021,5,23,5.1672,19.31,74.51,1.92,0.58
2021,5,24,3.9341,19.07,75.11,2.05,0.78
2021,5,25,4.9764,19.36,71.27,1.75,0.39
2021,5,26,5.3102,18.13,74.01,2.76,0.59
2021,5,27,5.491,18.63,72.3,2.89,0.17
2021,5,28,5.6203,19.33,74.48,2.59,0.59
2021,5,29,4.987,19.11,76.32,2.47,0.96
2021,5,30,4.1002,18.08,74.0,2.94,0.29
2021,5,31,5.7943,18.52,72.15,3.17,0.05
2021,6,1,5.0477,18.59,68.02,3.09,0.02
2021,6,2,6.0996,18.81,69.34,2.5,0.01
2021,6,3,5.6995,19.93,68.79,1.82,0.01
2021,6,4,4.8653,19.45,73.45,2.61,0.03
2021,6,5,4.2034,19.19,71.99,2.76,0.05
2021,6,6,4.7616,18.34,72.34,3.01,0.12
2021,6,7,5.7655,18.36,70.77,2.45,0.04
2021,6,8,4.8922,18.48,70.35,2.76,0.02
2021,6,9,2.8646,18.36,74.49,2.58,0.28
2021,6,10,4.9298,19.18,70.69,2.34,0.04
2021,6,11,5.6851,19.4,69.52,1.87,0.04
2021,6,12,3.7526,18.82,70.71,1.97,0.07
2021,6,13,4.7736,19.38,66.62,1.79,0.03
2021,6,14,5.8406,19.68,67.95,1.69,0.04
2021,6,15,5.255,18.84,71.55,2.05,0.11
2021,6,16,3.2093,18.67,71.8,1.67,0.2
2021,6,17,4.051,19.01,70.89,2.25,0.19
2021,6,18,4.3699,19.22,62.4,2.08,0.03
2021,6,19,4.1498,19.28,67.13,2.9,0.03
2021,6,20,3.4781,18.62,68.08,2.35,0.12
2021,6,21,4.5775,18.69,62.3,3.04,0.1
2021,6,22,4.6248,17.91,74.74,3.31,0.67
2021,6,23,3.2724,18.14,64.36,3.04,0.17
2021,6,24,5.3076,18.99,61.59,2.53,0.04
2021,6,25,4.9637,18.97,63.37,1.75,0.13
2021,6,26,5.1775,18.66,71.12,1.71,0.72
2021,6,27,2.9894,17.8,71.84,2.44,0.32
2021,6,28,4.9726,17.92,63.62,2.96,0.14
2021,6,29,4.4822,18.8,65.84,3.28,0.07
2021,6,30,4.6169,19.44,60.75,2.43,0.03
2021,7,1,5.777,19.68,64.11,2.03,0.19
2021,7,2,5.4482,19.54,63.09,2.24,0.22
2021,7,3,5.226,18.92,62.86,1.88,0.19
2021,7,4,4.9846,18.71,60.57,1.85,0.09
2021,7,5,4.9548,18.58,65.46,1.9,0.64
2021,7,6,3.7718,18.22,68.98,2.46,0.8
2021,7,7,4.2283,17.99,67.57,2.59,0.34
2021,7,8,2.7912,17.52,72.96,2.46,1.06
2021,7,9,2.4802,16.82,74.24,2.13,2.32
2021,7,10,2.4401,17.26,70.62,2.23,1.15
2021,7,11,3.4502,17.38,69.63,1.98,0.44
2021,7,12,1.8168,16.84,73.45,2.16,0.85
2021,7,13,4.9769,18.91,62.98,2.03,0.11
2021,7,14,4.6277,19.18,67.94,2.73,0.34
2021,7,15,2.6659,18.38,71.09,2.95,1.31
2021,7,16,4.9469,18.98,62.64,2.42,0.16
2021,7,17,3.7186,17.76,64.35,2.59,0.43
2021,7,18,3.7272,18.45,63.85,2.47,0.5
2021,7,19,5.329,18.15,65.69,2.22,0.87
2021,7,20,4.6267,18.21,66.24,2.72,0.18
2021,7,21,3.6653,19.24,63.82,2.87,0.24
2021,7,22,6.1505,19.76,64.57,2.71,0.17
2021,7,23,4.8758,18.71,69.44,2.26,1.2
2021,7,24,5.2903,18.55,57.76,3.6,0.02
2021,7,25,4.6421,18.19,59.64,2.33,0.13
2021,7,26,5.6902,18.48,52.33,2.48,0.0
2021,7,27,5.5094,18.21,61.69,2.1,0.6
2021,7,28,3.9869,17.72,64.27,2.24,0.28
2021,7,29,3.9348,17.57,69.93,2.27,0.63
2021,7,30,3.8467,18.71,65.15,3.02,0.4
2021,7,31,6.4385,18.28,59.16,3.29,0.05
2021,8,1,4.7945,17.56,64.02,3.19,0.11
2021,8,2,3.8465,17.78,63.73,2.48,0.19
2021,8,3,5.0102,18.86,63.21,2.3,0.24
2021,8,4,4.5384,18.64,65.75,3.17,0.27
2021,8,5,5.0554,19.06,61.36,2.95,0.22
2021,8,6,5.2884,18.66,62.74,2.39,0.25
2021,8,7,5.0062,19.0,66.35,2.79,0.65
2021,8,8,4.9037,19.3,67.66,2.25,1.55
2021,8,9,3.811,19.27,67.21,1.59,1.41
2021,8,10,5.4235,19.11,68.01,2.02,1.72
2021,8,11,3.018,18.42,71.44,2.66,1.54
2021,8,12,3.6686,19.13,66.16,2.57,0.29
2021,8,13,5.8752,17.83,68.09,2.17,0.34
2021,8,14,3.241,17.88,70.15,2.86,0.81
2021,8,15,3.6077,17.92,62.67,3.0,0.05
2021,8,16,3.6725,18.24,67.45,3.25,0.19
2021,8,17,4.9754,19.25,65.23,3.33,0.09
2021,8,18,4.9097,19.89,63.49,2.92,0.18
2021,8,19,4.9133,19.57,63.82,2.17,1.27
2021,8,20,3.9506,19.09,58.27,2.92,1.02
2021,8,21,5.6088,20.53,62.2,3.51,0.25
2021,8,22,6.9094,20.51,57.42,3.46,0.09
2021,8,23,7.307,20.34,56.26,3.5,0.17
2021,8,24,7.6068,19.79,51.1,3.01,0.06
2021,8,25,6.2638,19.94,54.34,3.1,0.05
2021,8,26,6.6883,19.51,47.6,2.73,0.03
2021,8,27,7.4966,20.31,43.97,2.05,0.0
2021,8,28,7.1966,20.95,44.74,2.37,0.0
2021,8,29,7.1791,21.98,45.74,2.94,0.0
2021,8,30,6.0758,21.2,56.53,2.52,0.08
2021,8,31,5.0026,19.35,60.23,2.11,0.75
2021,9,1,4.6721,20.9,57.51,3.36,0.04
2021,9,2,4.6356,20.09,62.36,3.62,0.15
2021,9,3,3.4843,19.59,62.96,3.6,0.13
2021,9,4,3.7318,19.13,61.7,2.99,0.45
2021,9,5,5.4067,19.32,60.81,2.84,0.26
2021,9,6,4.6025,19.56,63.77,3.57,0.13
2021,9,7,5.0239,20.0,63.04,3.29,0.21
2021,9,8,5.8128,20.28,61.95,3.31,0.49
2021,9,9,3.7826,19.91,64.25,4.13,0.69
2021,9,10,4.6507,19.19,64.53,3.83,0.35
2021,9,11,4.3534,18.86,59.44,3.64,0.12
2021,9,12,5.5402,19.7,59.65,3.5,0.14
2021,9,13,6.0449,20.84,57.45,3.24,0.26
2021,9,14,6.7896,21.27,56.31,2.65,0.37
2021,9,15,6.3365,20.68,59.27,2.46,0.39
2021,9,16,6.0598,22.06,57.12,2.73,0.24
2021,9,17,6.253,22.78,55.34,2.57,0.76
2021,9,18,6.1018,21.94,56.2,3.4,0.36
2021,9,19,7.1153,21.78,46.62,2.84,0.05
2021,9,20,6.5196,20.58,58.89,2.81,0.18
2021,9,21,6.5261,20.94,61.49,3.97,0.3
2021,9,22,5.7348,20.75,56.55,4.07,0.09
2021,9,23,5.7319,20.31,61.69,4.04,0.42
2021,9,24,5.4698,19.47,64.52,3.61,0.54
2021,9,25,5.8795,19.71,57.56,3.94,0.05
2021,9,26,5.49,20.41,59.96,3.06,0.26
2021,9,27,6.8834,20.51,54.19,2.89,0.02
2021,9,28,7.1875,21.14,56.21,3.34,0.01
2021,9,29,7.5878,21.96,57.22,3.64,0.11
2021,9,30,6.2366,22.26,60.27,3.66,0.33
2021,10,1,6.0415,21.7,59.12,3.45,0.82
2021,10,2,6.4099,21.59,53.04,3.66,1.15
2021,10,3,6.7666,22.38,50.75,3.24,0.19
2021,10,4,6.2184,22.56,51.71,2.89,0.26
2021,10,5,6.8995,22.29,49.28,2.96,0.3
2021,10,6,6.9838,21.89,51.25,2.79,0.55
2021,10,7,6.6065,21.92,53.1,2.41,0.07
2021,10,8,5.5942,22.24,57.16,2.35,0.13
2021,10,9,4.9615,21.64,62.27,3.09,0.48
2021,10,10,6.2856,21.89,61.53,3.59,0.25
2021,10,11,5.1924,21.53,59.7,4.16,0.13
2021,10,12,6.0677,21.69,53.48,3.21,0.08
2021,10,13,5.0681,20.77,65.5,3.19,0.98
2021,10,14,6.2462,22.1,50.75,3.97,0.15
2021,10,15,5.4499,22.12,56.31,3.94,0.08
2021,10,16,6.7188,22.41,55.85,3.44,0.1
2021,10,17,6.54,22.49,51.01,3.19,0.01
2021,10,18,6.7558,21.37,61.96,3.45,0.96
2021,10,19,5.5687,21.54,63.37,4.18,0.94
2021,10,20,3.5263,20.47,70.29,4.7,3.36
2021,10,21,4.8674,20.45,62.26,4.07,0.34
2021,10,22,6.253,20.74,56.46,3.17,0.07
2021,10,23,6.8323,21.15,54.22,3.58,0.59
2021,10,24,7.3061,21.82,50.71,3.96,0.04
2021,10,25,6.78,21.74,57.77,3.78,0.49
2021,10,26,7.1542,21.73,61.27,4.29,2.36
2021,10,27,5.9753,20.47,61.52,4.09,2.03
2021,10,28,7.5031,21.4,51.09,3.39,0.07
2021,10,29,6.9578,21.99,58.4,3.05,0.03
2021,10,30,5.1823,21.4,63.56,3.95,0.26
2021,10,31,5.4737,21.72,62.09,4.36,0.32
2021,11,1,6.7296,21.45,63.83,4.36,0.28
2021,11,2,6.2215,21.94,60.06,4.04,0.25
2021,11,3,6.3684,21.74,63.91,3.99,0.52
2021,11,4,6.498,22.15,59.15,4.32,0.36
2021,11,5,6.4282,21.78,60.59,3.66,0.74
2021,11,6,6.4502,22.03,53.84,3.48,0.08
2021,11,7,6.7469,22.42,50.64,3.25,0.09
2021,11,8,7.2026,22.28,49.14,3.36,0.0
2021,11,9,7.3193,22.18,53.96,3.74,0.33
2021,11,10,5.5783,20.81,67.9,3.92,1.67
2021,11,11,7.0106,22.07,54.49,3.83,0.15
2021,11,12,7.1786,22.16,52.92,3.57,0.07
2021,11,13,6.4968,21.85,57.38,4.01,0.16
2021,11,14,5.3813,21.57,61.87,4.23,0.6
2021,11,15,5.6616,21.22,67.17,4.03,1.62
2021,11,16,5.0182,21.48,62.28,3.85,0.44
2021,11,17,6.9557,21.33,59.9,3.72,0.09
2021,11,18,6.8933,22.21,58.48,3.49,0.32
2021,11,19,6.4519,22.61,58.27,3.46,0.64
2021,11,20,6.3106,21.53,70.19,2.9,2.85
2021,11,21,6.4457,21.66,68.3,4.0,2.16
2021,11,22,6.1368,20.72,73.27,3.21,1.42
2021,11,23,6.7128,21.72,65.39,3.46,0.97
2021,11,24,6.5755,22.17,59.25,2.25,0.41
2021,11,25,5.9779,21.08,66.96,3.33,1.07
2021,11,26,5.1362,21.05,69.34,3.7,1.79
2021,11,27,4.7743,21.12,69.83,3.46,2.2
2021,11,28,5.4446,19.85,76.82,3.54,2.44
2021,11,29,5.184,20.07,77.37,3.59,9.89
2021,11,30,4.4604,19.86,78.45,3.96,4.22
2021,12,1,5.3825,19.51,78.35,4.04,2.35
2021,12,2,4.117,19.51,78.53,4.04,4.3
2021,12,3,4.3135,20.14,72.15,4.03,2.08
2021,12,4,5.0957,20.04,76.32,4.11,4.58
2021,12,5,5.4139,20.25,75.0,4.21,1.91
2021,12,6,5.833,20.02,74.67,4.08,1.61
2021,12,7,6.8222,20.71,71.44,4.07,0.47
2021,12,8,5.9825,20.47,74.34,3.75,0.87
2021,12,9,5.701,20.0,75.51,3.71,1.39
2021,12,10,4.8838,19.6,74.22,4.18,0.71
2021,12,11,6.7178,19.75,70.46,4.55,0.4
2021,12,12,6.547,18.77,73.92,4.86,1.2
2021,12,13,5.2942,19.38,76.26,4.41,2.61
2021,12,14,5.2478,19.56,78.69,3.88,6.53
